year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1252,11,-165,4
1988,1505,11,-327,0
1989,1156,10,-319,1
1990,1201,10,-188,0
1991,1118,11,-275,6
1992,1264,10,-184,2
1993,1314,10,-397,5
1994,1247,12,-385,0
1995,1028,9,-241,7
1996,1086,10,-347,6
1997,1281,11,-405,5
1998,1278,10,-247,7
1999,1295,10,-329,4
2000,1171,10,-326,7
2001,1313,12,-250,3
2002,1253,11,-141,3
2003,1126,11,-320,5
2004,1288,9,-215,3
2005,1160,10,-219,0
2006,1496,11,-228,0
2007,1272,11,-241,4
2008,1244,10,-371,1
2009,1060,11,-228,1
2010,1241,11,-266,1
2011,1234,10,-258,1
2012,1130,11,-260,3
2013,1317,11,-249,3
2014,1361,11,-322,1
2015,1153,8,-239,0
2016,1116,9,-244,3
2016
2017,1558,13,-366,0
2018,1560,13,-356,3
2019,1499,12,-322,0
2020,1306,12,-247,2
2021,1438,11,-340,1
2022,1251,12,-232,5
2023,1446,10,-487,0
2024,1788,12,-648,0
2025,1397,12,-236,0
2026,1430,11,-443,1
2027,1337,12,-401,8
2028,1567,13,-295,5
2029,1604,13,-409,0
2030,1532,12,-546,3
2031,1417,11,-240,1
2032,1499,11,-294,1
2033,1318,10,-207,0
2034,1428,10,-353,4
2035,1422,11,-386,0
2036,1402,12,-247,4
2037,1490,11,-214,0
2038,1344,11,-254,5
2039,1303,12,-340,5
2040,1608,12,-291,1
2041,1348,10,-282,1
2042,1368,11,-354,3
2043,1438,13,-218,2
2044,1434,12,-317,0
2045,1353,10,-311,0
2046,1438,11,-332,1

min,800,6
max,2300,16
steps,7,11
decimal
